phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_languages	n_pairs	raw_accuracy	bad_parse_rate	weighted_accuracy
2_1_intran_gen_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				1	100	0.880000	0.000000	0.880000
2_1_intran_gen_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				1	100	0.860000	0.000000	0.860000
2_1_intran_gen_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				1	100	0.870000	0.000000	0.870000
2_1_intran_gen_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				1	100	0.870000	0.000000	0.870000
2_1_intran_gen_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				1	100	0.880000	0.000000	0.880000
2_1_intran_gen_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				1	100	0.860000	0.000000	0.860000
2_1_intran_gen_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				1	100	0.890000	0.000000	0.890000
2_1_intran_gen_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				1	100	0.880000	0.000000	0.880000
2_1_intran_gen_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				1	100	0.790000	0.480000	0.410800
2_1_intran_gen_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				1	100	0.810000	0.480000	0.421200
2_1_intran_gen_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				1	100	0.760000	0.480000	0.395200
2_1_intran_gen_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				1	100	0.800000	0.480000	0.416000
2_1_intran_gen_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				1	100	0.790000	0.480000	0.410800
2_2_tran_gen_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				1	100	0.920000	0.000000	0.920000
2_2_tran_gen_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				1	100	0.990000	0.000000	0.990000
2_2_tran_gen_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				1	100	0.840000	0.000000	0.840000
2_2_tran_gen_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				1	100	0.850000	0.000000	0.850000
2_2_tran_gen_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				1	100	0.840000	0.000000	0.840000
2_2_tran_gen_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				1	100	0.810000	0.000000	0.810000
2_2_tran_gen_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				1	100	0.820000	0.000000	0.820000
2_2_tran_gen_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				1	100	0.870000	0.000000	0.870000
2_2_tran_gen_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				1	100	0.890000	0.000000	0.890000
2_2_tran_gen_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				1	100	0.810000	0.000000	0.810000
2_2_tran_gen_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				1	100	0.910000	0.000000	0.910000
2_2_tran_gen_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				1	100	0.910000	0.000000	0.910000
2_2_tran_gen_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				1	100	0.900000	0.000000	0.900000
2_2_tran_gen_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				1	100	0.770000	0.010000	0.762300
2_2_tran_gen_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				1	100	0.790000	0.010000	0.782100
2_2_tran_gen_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				1	100	0.840000	0.010000	0.831600
2_2_tran_gen_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				1	100	0.780000	0.010000	0.772200
2_2_tran_gen_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				1	100	0.780000	0.000000	0.780000
2_2_tran_gen_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				1	100	0.840000	0.000000	0.840000
2_2_tran_gen_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				1	100	0.870000	0.000000	0.870000
2_2_tran_gen_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				1	100	0.840000	0.000000	0.840000
2_2_tran_gen_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_2_tran_gen_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				1	100	0.960000	0.000000	0.960000
2_2_tran_gen_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				1	100	0.970000	0.000000	0.970000
2_2_tran_gen_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				1	100	0.960000	0.000000	0.960000
2_2_tran_gen_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				1	100	0.910000	0.000000	0.910000
2_2_tran_gen_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				1	100	0.930000	0.000000	0.930000
2_2_tran_gen_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				1	100	0.900000	0.000000	0.900000
2_2_tran_gen_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				1	100	0.940000	0.000000	0.940000
2_2_tran_gen_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				1	100	0.960000	0.000000	0.960000
2_2_tran_gen_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				1	100	0.910000	0.010000	0.900900
2_2_tran_gen_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				1	100	0.900000	0.010000	0.891000
2_2_tran_gen_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				1	100	0.940000	0.010000	0.930600
2_2_tran_gen_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				1	100	0.940000	0.010000	0.930600
2_2_tran_gen_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				1	100	0.900000	0.000000	0.900000
2_2_tran_gen_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				1	100	0.900000	0.000000	0.900000
2_2_tran_gen_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				1	100	0.910000	0.000000	0.910000
2_2_tran_gen_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				1	100	0.960000	0.000000	0.960000
2_2_tran_gen_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				1	100	0.960000	0.000000	0.960000
2_2_tran_gen_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				1	100	0.950000	0.000000	0.950000
2_2_tran_gen_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				1	100	0.980000	0.010000	0.970200
2_2_tran_gen_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				1	100	0.970000	0.010000	0.960300
2_2_tran_gen_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				1	100	0.980000	0.010000	0.970200
2_2_tran_gen_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				1	100	0.950000	0.010000	0.940500
2_2_tran_gen_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				1	100	0.980000	0.000000	0.980000
2_2_tran_gen_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				1	100	0.850000	0.000000	0.850000
2_2_tran_gen_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				1	100	0.870000	0.000000	0.870000
2_2_tran_gen_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				1	100	0.900000	0.000000	0.900000
2_2_tran_gen_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				1	100	0.890000	0.000000	0.890000
2_2_tran_gen_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				1	100	0.860000	0.000000	0.860000
2_2_tran_gen_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				1	100	0.860000	0.000000	0.860000
2_2_tran_gen_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				1	100	0.840000	0.000000	0.840000
2_2_tran_gen_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				1	100	0.860000	0.000000	0.860000
2_2_tran_gen_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				1	100	0.850000	0.000000	0.850000
2_2_tran_gen_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				1	100	0.860000	0.000000	0.860000
2_2_tran_gen_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				1	100	0.870000	0.000000	0.870000
2_2_tran_gen_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				1	100	0.880000	0.000000	0.880000
2_2_tran_gen_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				1	100	0.860000	0.000000	0.860000
2_2_tran_gen_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				1	100	0.850000	0.000000	0.850000
2_2_tran_gen_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				1	100	0.860000	0.000000	0.860000
2_3_gen_order	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				1	100	1.000000	0.350000	0.650000
2_3_gen_order	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				1	100	0.950000	0.360000	0.608000
2_3_gen_order	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				1	100	0.930000	0.360000	0.595200
2_3_gen_order	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				1	100	0.970000	0.360000	0.620800
2_3_gen_order	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				1	100	0.960000	0.360000	0.614400
2_3_gen_order	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				1	100	0.970000	0.360000	0.620800
2_3_gen_order	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				1	100	0.970000	0.360000	0.620800
2_3_gen_order	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				1	100	0.950000	0.360000	0.608000
2_3_gen_order	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				1	100	0.920000	0.360000	0.588800
2_3_gen_order	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				1	100	0.920000	0.360000	0.588800
2_3_gen_order	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				1	100	0.900000	0.360000	0.576000
2_3_gen_order	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				1	100	0.870000	0.360000	0.556800
2_3_gen_order	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				1	100	0.870000	0.360000	0.556800
2_3_gen_order	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				1	100	0.890000	0.360000	0.569600
2_3_gen_order	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				1	100	0.900000	0.360000	0.576000
2_3_gen_order	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				1	100	0.870000	0.360000	0.556800
2_3_gen_order	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				1	100	0.890000	0.360000	0.569600
2_3_gen_order	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_3_gen_order	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_3_gen_order	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_3_gen_order	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_3_gen_order	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				1	100	0.990000	0.000000	0.990000
2_3_gen_order	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				1	100	1.000000	0.000000	1.000000
2_3_gen_order	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				1	100	1.000000	0.000000	1.000000
2_3_gen_order	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				1	100	0.930000	0.360000	0.595200
2_3_gen_order	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				1	100	0.950000	0.360000	0.608000
2_3_gen_order	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				1	100	0.960000	0.360000	0.614400
2_3_gen_order	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				1	100	0.930000	0.360000	0.595200
2_3_gen_order	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				1	100	0.950000	0.360000	0.608000
2_3_gen_order	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				1	100	0.940000	0.360000	0.601600
2_3_gen_order	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				1	100	0.930000	0.360000	0.595200
2_3_gen_order	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				1	100	0.950000	0.360000	0.608000
2_3_gen_order	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				1	100	0.940000	0.360000	0.601600
2_3_gen_order	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				1	100	0.980000	0.360000	0.627200
2_3_gen_order	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				1	100	0.940000	0.360000	0.601600
2_3_gen_order	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				1	100	0.980000	0.360000	0.627200
2_3_gen_order	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				1	100	0.950000	0.360000	0.608000
2_3_gen_order	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				1	100	0.940000	0.360000	0.601600
2_3_gen_order	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				1	100	1.000000	0.360000	0.640000
2_3_gen_order	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				1	100	0.940000	0.360000	0.601600
2_3_gen_order	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				1	100	0.730000	0.350000	0.474500
2_3_gen_order	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				1	100	0.710000	0.350000	0.461500
2_3_gen_order	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				1	100	0.720000	0.350000	0.468000
2_3_gen_order	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				1	100	0.770000	0.350000	0.500500
2_3_gen_order	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				1	100	0.780000	0.350000	0.507000
2_3_gen_order	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				1	100	0.750000	0.350000	0.487500
2_3_gen_order	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				1	100	0.790000	0.350000	0.513500
2_3_gen_order	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				1	100	0.730000	0.350000	0.474500
2_3_gen_order	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				1	100	0.890000	0.350000	0.578500
